Date,AVG_RTN,CSAD_AVG,CSSD_AVG,SHSZ300,up_avg,down_avg,up1_avg,down1_avg,up5_avg,down5_avg,up10_avg,down10_avg,shsz300_up,shsz300_down
2017/3/8,0.000800862,0.013936018,0.024018016,-0.003209343,1,0,0,0,0,0,0,0,0,1
2017/3/9,-0.000867047,0.01747191,0.026415536,-0.006771816,0,1,0,0,0,0,0,0,0,1
2017/3/10,0.01689827,0.019570806,0.027633812,0.00129007,1,0,0,0,0,0,0,0,1,0
2017/3/13,0.013027005,0.015176191,0.022888236,0.008961698,1,0,0,0,0,0,0,0,1,0
2017/3/14,-0.000724286,0.015054219,0.024964268,-0.000478709,0,1,0,0,0,0,0,0,0,1
2017/3/15,0.007484569,0.020500336,0.028936496,0.002327413,1,0,0,0,0,0,0,0,1,0
2017/3/16,0.014926836,0.012420578,0.020828569,0.005433941,1,0,0,0,0,0,0,0,1,0
2017/3/17,-0.005324674,0.016119938,0.024341183,-0.009712998,0,1,0,0,0,0,0,0,0,1
2017/3/20,0.005108973,0.015396753,0.024537392,0.000582284,1,0,0,0,0,0,0,0,1,0
2017/3/21,0.002560234,0.015621747,0.025065009,0.005419389,1,0,0,0,0,0,0,0,1,0
2017/3/22,0.001865502,0.015344416,0.021757202,-0.002403278,1,0,0,0,0,0,0,0,0,1
2017/3/23,-0.003314102,0.017257286,0.027036993,0.002187203,0,1,0,0,0,0,0,0,1,0
2017/3/24,0.001175619,0.014375866,0.022450649,0.008469798,1,0,0,0,0,0,0,0,1,0
2017/3/27,-0.002083798,0.012571959,0.020594043,-0.000860096,0,1,0,0,0,0,0,0,0,1
2017/3/28,0.002413774,0.015971438,0.02442103,-0.005190476,1,0,0,0,0,0,0,0,0,1
2017/3/29,-0.00795732,0.019894699,0.030165827,-0.002071648,0,1,0,0,0,0,0,0,0,1
2017/3/30,-0.020960599,0.019607431,0.028742909,-0.008921726,0,1,0,0,0,0,0,0,0,1
2017/3/31,0.014760454,0.018541656,0.026202636,0.008123191,1,0,0,0,0,0,0,0,1,0
2017/4/5,0.033200402,0.019536712,0.026267181,0.011469503,1,0,0,0,0,0,1,0,1,0
2017/4/6,0.002711738,0.012494901,0.015839823,0.002574549,1,0,0,0,0,0,0,0,1,0
2017/4/7,-0.00607033,0.012494615,0.017181065,5.85E-05,0,1,0,0,0,0,0,0,1,0
2017/4/10,-0.018187548,0.024244253,0.032923902,-0.004132698,0,1,0,0,0,0,0,0,0,1
2017/4/11,0.003756518,0.015244993,0.023160766,0.004992928,1,0,0,0,0,0,0,0,1,0
2017/4/12,-0.010193984,0.016978886,0.025434402,-0.002158487,0,1,0,0,0,0,0,0,0,1
2017/4/13,0.007352564,0.014570158,0.022219658,0.003347195,1,0,0,0,0,0,0,0,1,0
2017/4/14,-0.019716934,0.013989809,0.017824837,-0.007624033,0,1,0,0,0,0,0,0,0,1
2017/4/17,-0.011969787,0.018463082,0.027018583,-0.001171576,0,1,0,0,0,0,0,0,0,1
2017/4/18,-0.01284982,0.012749401,0.016779987,-0.004998173,0,1,0,0,0,0,0,0,0,1
2017/4/19,-0.006917444,0.019898187,0.026319934,-0.005653484,0,1,0,0,0,0,0,0,0,1
2017/4/20,-0.009693798,0.016007916,0.020883551,0.005032061,0,1,0,0,0,0,0,0,1,0
2017/4/21,-0.00689819,0.013154035,0.018687231,-0.000797369,0,1,0,0,0,0,0,0,0,1
2017/4/24,-0.042372204,0.024185423,0.029630568,-0.008020475,0,1,0,0,0,1,0,1,0,1
2017/4/25,0.001937972,0.010395207,0.015532982,0.002304134,1,0,0,0,0,0,0,0,1,0
2017/4/26,0.006663259,0.021599393,0.035011807,-0.001172824,1,0,0,0,0,0,0,0,0,1
2017/4/27,0.009567712,0.018297895,0.026562964,0.001113215,1,0,0,0,0,0,0,0,1,0
2017/4/28,0.001883551,0.008501194,0.013447701,-0.00218304,1,0,0,0,0,0,0,0,0,1
2017/5/2,0.00548623,0.014967,0.019889662,-0.002967189,1,0,0,0,0,0,0,0,0,1
2017/5/3,0.002025995,0.012484976,0.018602208,-0.004135702,1,0,0,0,0,0,0,0,0,1
2017/5/4,-0.003602434,0.01372149,0.018399491,-0.002956387,0,1,0,0,0,0,0,0,0,1
2017/5/5,-0.012516062,0.015482604,0.024303374,-0.006855519,0,1,0,0,0,0,0,0,0,1
2017/5/8,-0.020008295,0.018201519,0.0261024,-0.007912325,0,1,0,0,0,0,0,0,0,1
2017/5/9,0.006805519,0.012931098,0.019660174,-0.002537895,1,0,0,0,0,0,0,0,0,1
2017/5/10,-0.024247105,0.016074455,0.021574223,-0.004071716,0,1,0,0,0,0,0,1,0,1
2017/5/11,-0.005130659,0.020258612,0.024641407,0.006384709,0,1,0,0,0,0,0,0,1,0
2017/5/12,-0.010653793,0.01259339,0.017108822,0.009277737,0,1,0,0,0,0,0,0,1,0
2017/5/15,-0.005654969,0.010604203,0.018648738,0.00548083,0,1,0,0,0,0,0,0,1,0
2017/5/16,0.030717894,0.020955422,0.025824498,0.010213032,1,0,0,0,0,0,1,0,1,0
2017/5/17,0.001192128,0.009698294,0.013881073,-0.005304028,1,0,0,0,0,0,0,0,0,1
2017/5/18,-0.00706364,0.012612837,0.01599739,-0.003671215,0,1,0,0,0,0,0,0,0,1
2017/5/19,0.00280118,0.015972643,0.026418498,0.002705874,1,0,0,0,0,0,0,0,1,0
2017/5/22,-0.020359752,0.017356353,0.022999819,0.002489106,0,1,0,0,0,0,0,0,1,0
2017/5/23,-0.030714579,0.022785126,0.027340372,0.003164244,0,1,0,0,0,0,0,1,1,0
2017/5/24,0.010605484,0.010097677,0.013456545,-0.00083762,1,0,0,0,0,0,0,0,0,1
2017/5/25,0.005359382,0.007990438,0.010015698,0.020800539,1,0,0,0,0,0,0,0,1,0
2017/5/26,0.002888009,0.011523535,0.021428335,-0.002389567,1,0,0,0,0,0,0,0,0,1
2017/5/31,-0.003377067,0.00888587,0.013088607,0.009464257,0,1,0,0,0,0,0,0,1,0
2017/6/1,-0.029427853,0.021679734,0.025992635,0.003591145,0,1,0,0,0,0,0,1,1,0
2017/6/2,0.012425062,0.012381258,0.01613708,-0.004259165,1,0,0,0,0,0,0,0,0,1
2017/6/5,0.013615298,0.014471655,0.020126624,-0.00260564,1,0,0,0,0,0,0,0,0,1
2017/6/6,-9.62E-05,0.010543696,0.015301058,0.008272187,0,1,0,0,0,0,0,0,1,0
2017/6/7,0.022353258,0.014144595,0.020644079,0.011961892,1,0,0,0,0,0,0,0,1,0
2017/6/8,-0.000849354,0.010117124,0.014636721,0.006182578,0,1,0,0,0,0,0,0,1,0
2017/6/9,0.001279344,0.012741095,0.019433778,0.004242364,1,0,0,0,0,0,0,0,1,0
2017/6/12,-0.014578579,0.013842273,0.018048811,-0.001278149,0,1,0,0,0,0,0,0,0,1
2017/6/13,0.037059132,0.032201335,0.036664768,0.002598899,1,0,0,0,1,0,1,0,1,0
2017/6/14,0.006990778,0.011889176,0.015475541,-0.011179791,1,0,0,0,0,0,0,0,0,1
2017/6/15,0.010891183,0.010260493,0.016095553,-0.00519882,1,0,0,0,0,0,0,0,0,1
2017/6/16,0.006091111,0.013362854,0.017659186,-0.002258704,1,0,0,0,0,0,0,0,0,1
2017/6/19,0.00428395,0.011501679,0.017293243,0.008694731,1,0,0,0,0,0,0,0,1,0
2017/6/20,0.015043695,0.022015144,0.027607162,-0.00222567,1,0,0,0,0,0,0,0,0,1
2017/6/21,-0.003050123,0.008743797,0.011728979,0.010624722,0,1,0,0,0,0,0,0,1,0
2017/6/22,-0.017345992,0.015845297,0.020482744,9.32E-05,0,1,0,0,0,0,0,0,1,0
2017/6/23,0.010918534,0.014292724,0.021292611,0.009169192,1,0,0,0,0,0,0,0,1,0
2017/6/26,0.012888058,0.013735813,0.020420467,0.011316788,1,0,0,0,0,0,0,0,1,0
2017/6/27,-0.004449491,0.012306547,0.018522922,0.004620723,0,1,0,0,0,0,0,0,1,0
2017/6/28,-0.00905429,0.009729759,0.013313176,-0.007226137,0,1,0,0,0,0,0,0,0,1
2017/6/29,0.001545124,0.008140145,0.010991669,0.007446099,1,0,0,0,0,0,0,0,1,0
2017/6/30,0.012146695,0.017204479,0.02379041,0.003782896,1,0,0,0,0,0,0,0,1,0
2017/7/3,0.017914025,0.01644981,0.022167327,-0.007444423,1,0,0,0,0,0,0,0,0,1
2017/7/4,-0.002648667,0.012842625,0.017885932,-0.010667898,0,1,0,0,0,0,0,0,0,1
2017/7/5,0.017232677,0.019321884,0.024960324,0.012627698,1,0,0,0,0,0,0,0,1,0
2017/7/6,0.01236909,0.020290784,0.027064182,-0.000239245,1,0,0,0,0,0,0,0,0,1
2017/7/7,0.013634364,0.018381831,0.025018548,-0.001478018,1,0,0,0,0,0,0,0,0,1
2017/7/10,-0.006510666,0.014099679,0.017842947,-0.000731172,0,1,0,0,0,0,0,0,0,1
2017/7/11,-0.023072045,0.015713837,0.020928774,0.005072731,0,1,0,0,0,0,0,0,1,0
2017/7/12,0.015323233,0.021404333,0.026448018,-0.001295678,1,0,0,0,0,0,0,0,0,1
2017/7/13,-0.005668536,0.011998402,0.015810498,0.007133707,0,1,0,0,0,0,0,0,1,0
2017/7/14,0.004096149,0.010543646,0.013883557,0.007241869,1,0,0,0,0,0,0,0,1,0
2017/7/17,-0.045524489,0.023296277,0.030706106,-0.01182753,0,1,0,0,0,1,0,1,0,1
2017/7/18,0.005685741,0.013583268,0.018065872,0.004821472,1,0,0,0,0,0,0,0,1,0
2017/7/19,0.020535463,0.016378204,0.019389941,0.016487245,1,0,0,0,0,0,0,0,1,0
2017/7/20,0.015527625,0.01432286,0.017831445,0.005414378,1,0,0,0,0,0,0,0,1,0
2017/7/21,0.001673271,0.014605764,0.021338489,-0.005529797,1,0,0,0,0,0,0,0,0,1
2017/7/24,-0.008130295,0.023212281,0.028770781,0.003387641,0,1,0,0,0,0,0,0,1,0
2017/7/25,-0.000899127,0.0144392,0.025288894,-0.006422417,0,1,0,0,0,0,0,0,0,1
2017/7/26,0.008488787,0.015063762,0.021129702,-0.003668978,1,0,0,0,0,0,0,0,0,1
2017/7/27,-0.00108997,0.016503186,0.02342425,0.00420897,0,1,0,0,0,0,0,0,1,0
2017/7/28,0.022411991,0.023892476,0.029886766,0.003232529,1,0,0,0,0,0,0,0,1,0
2017/7/31,0.021521037,0.021458954,0.028371356,0.004909262,1,0,0,0,0,0,0,0,1,0
2017/8/1,0.006226444,0.020516237,0.030109899,0.00928464,1,0,0,0,0,0,0,0,1,0
2017/8/2,-0.000982528,0.020286628,0.029111525,-0.002069398,0,1,0,0,0,0,0,0,0,1
2017/8/3,-0.000516763,0.012107679,0.015362831,-0.009222447,0,1,0,0,0,0,0,0,0,1
2017/8/4,-0.02473655,0.021447207,0.026894085,-0.005416076,0,1,0,0,0,0,0,1,0,1
2017/8/7,0.012665346,0.011629989,0.016646133,0.005407369,1,0,0,0,0,0,0,0,1,0
2017/8/8,-0.008878245,0.013194319,0.017270331,0.003523965,0,1,0,0,0,0,0,0,1,0
2017/8/9,0.00373197,0.013525631,0.017869941,0.003138327,1,0,0,0,0,0,0,0,1,0
2017/8/10,-0.015729678,0.012663744,0.015856639,6.31E-05,0,1,0,0,0,0,0,0,1,0
2017/8/11,-0.021785438,0.020791647,0.027661815,-0.019647186,0,1,0,0,0,0,0,0,0,1
2017/8/14,0.030633569,0.020752836,0.02559536,0.012083439,1,0,0,0,0,0,1,0,1,0
2017/8/15,0.007425028,0.011708755,0.017731382,0.001335015,1,0,0,0,0,0,0,0,1,0
2017/8/16,-0.003020914,0.0188534,0.026190283,-0.002254607,0,1,0,0,0,0,0,0,0,1
2017/8/17,0.006442523,0.009640971,0.013960756,0.007506804,1,0,0,0,0,0,0,0,1,0
2017/8/18,-0.013013539,0.013469654,0.018108565,0.001332628,0,1,0,0,0,0,0,0,1,0
2017/8/21,0.006268014,0.008546518,0.010995213,0.005407269,1,0,0,0,0,0,0,0,1,0
2017/8/22,0.007929504,0.021965187,0.028219249,0.00282191,1,0,0,0,0,0,0,0,1,0
2017/8/23,-0.012453556,0.014152487,0.018446773,0.001414959,0,1,0,0,0,0,0,0,1,0
2017/8/24,-0.007821995,0.010977194,0.014508672,-0.00540953,0,1,0,0,0,0,0,0,0,1
2017/8/25,0.01204725,0.007653537,0.010997777,0.018049493,1,0,0,0,0,0,0,0,1,0
2017/8/28,0.017130254,0.013786281,0.01909023,0.015460915,1,0,0,0,0,0,0,0,1,0
2017/8/29,-0.001640703,0.012421013,0.019968793,0.000561684,0,1,0,0,0,0,0,0,1,0
2017/8/30,0.006958293,0.01484367,0.021844243,0.001225832,1,0,0,0,0,0,0,0,1,0
2017/8/31,0.011405425,0.015176527,0.02214917,-0.002976731,1,0,0,0,0,0,0,0,0,1
2017/9/1,0.012058961,0.015553827,0.023091524,0.007619245,1,0,0,0,0,0,0,0,1,0
2017/9/4,0.003920387,0.016221536,0.023052047,0.008787875,1,0,0,0,0,0,0,0,1,0
2017/9/5,0.013017616,0.018807564,0.024422971,0.00177371,1,0,0,0,0,0,0,0,1,0
2017/9/6,0.019511336,0.021685564,0.029338369,-0.000853813,1,0,0,0,0,0,0,0,0,1
2017/9/7,-0.006539347,0.0178332,0.028988278,0.001092718,0,1,0,0,0,0,0,0,1,0
2017/9/8,0.005487483,0.013024183,0.019773348,-0.000381902,1,0,0,0,0,0,0,0,0,1
2017/9/11,0.040053617,0.02975916,0.033655376,-0.006699562,1,0,0,0,1,0,1,0,0,1
2017/9/12,-0.011821803,0.027541776,0.036183442,0.002931397,0,1,0,0,0,0,0,0,1,0
2017/9/13,0.015104515,0.019913154,0.025633483,-0.001719777,1,0,0,0,0,0,0,0,0,1
2017/9/14,-0.008125492,0.019183879,0.025910888,-0.003786186,0,1,0,0,0,0,0,0,0,1
2017/9/15,-0.010343051,0.015609908,0.020830783,0.001923372,0,1,0,0,0,0,0,0,1,0
2017/9/18,0.014959706,0.01640115,0.022389628,-0.001092693,1,0,0,0,0,0,0,0,0,1
2017/9/19,-0.004137142,0.020287947,0.030175153,-0.003603887,0,1,0,0,0,0,0,0,0,1
2017/9/20,0.010352358,0.011611007,0.014397885,0.003297864,1,0,0,0,0,0,0,0,1,0
2017/9/21,-0.021401947,0.02180968,0.028490507,-0.000654173,0,1,0,0,0,0,0,0,0,1
2017/9/22,-0.008237173,0.013534779,0.019025984,-0.002183313,0,1,0,0,0,0,0,0,0,1
2017/9/25,-0.019148296,0.012666259,0.016254021,-0.010528973,0,1,0,0,0,0,0,0,0,1
2017/9/26,0.003382651,0.012832622,0.016930918,-0.001090135,1,0,0,0,0,0,0,0,0,1
2017/9/27,0.019119983,0.015688268,0.020192679,-0.000659571,1,0,0,0,0,0,0,0,0,1
2017/9/28,0.001524318,0.013876566,0.020355543,-0.002224494,1,0,0,0,0,0,0,0,0,1
2017/9/29,0.000547294,0.011328669,0.016045595,0.005874036,1,0,0,0,0,0,0,0,1,0
2017/10/9,0.005855309,0.011710422,0.01732199,0.014862226,1,0,0,0,0,0,0,0,1,0
2017/10/10,-0.006558238,0.01506848,0.018426716,0.006986547,0,1,0,0,0,0,0,0,1,0
2017/10/11,-0.006205661,0.014701897,0.021269814,0.003640605,0,1,0,0,0,0,0,0,1,0
2017/10/12,-0.008467132,0.014071527,0.019189726,0.004330998,0,1,0,0,0,0,0,0,1,0
2017/10/13,0.007717752,0.011054772,0.016229831,0.001978526,1,0,0,0,0,0,0,0,1,0
2017/10/16,-0.016887665,0.018890911,0.026794592,-0.004589474,0,1,0,0,0,0,0,0,0,1
2017/10/17,-0.002143337,0.017387432,0.023844099,-0.001886342,0,1,0,0,0,0,0,0,0,1
2017/10/18,-0.007902565,0.014211003,0.019009609,0.00705128,0,1,0,0,0,0,0,0,1,0
2017/10/19,-0.003213962,0.013880273,0.016514775,-0.002324868,0,1,0,0,0,0,0,0,0,1
2017/10/20,0.023522139,0.020888489,0.027847732,-0.003632298,1,0,0,0,0,0,0,0,0,1
2017/10/23,0.0039729,0.011373193,0.016829021,-0.000159131,1,0,0,0,0,0,0,0,0,1
2017/10/24,0.000419602,0.011368753,0.019239327,0.006282728,1,0,0,0,0,0,0,0,1,0
2017/10/25,0.002493476,0.012036346,0.018660464,0.003549045,1,0,0,0,0,0,0,0,1,0
2017/10/26,0.010602865,0.016755711,0.021447438,0.003404654,1,0,0,0,0,0,0,0,1,0
2017/10/27,-0.009164493,0.012023648,0.015253987,0.005788747,0,1,0,0,0,0,0,0,1,0
2017/10/30,-0.020847662,0.020664939,0.027735148,-0.001272792,0,1,0,0,0,0,0,0,0,1
2017/10/31,0.019760596,0.021030956,0.026850313,0.000336131,1,0,0,0,0,0,0,0,1,0
2017/11/1,0.005744572,0.014609032,0.020604596,0.00078634,1,0,0,0,0,0,0,0,1,0
2017/11/2,-0.010647731,0.015346026,0.022510722,-0.000643526,0,1,0,0,0,0,0,0,0,1
2017/11/3,-0.011736501,0.015504711,0.020633071,-0.003663156,0,1,0,0,0,0,0,0,0,1
2017/11/6,0.00566279,0.017010426,0.024191422,0.009104951,1,0,0,0,0,0,0,0,1,0
2017/11/7,0.006183544,0.013606238,0.020059847,0.006132497,1,0,0,0,0,0,0,0,1,0
2017/11/8,0.017569846,0.019716431,0.025187098,-0.000665259,1,0,0,0,0,0,0,0,0,1
2017/11/9,0.004304908,0.012491474,0.018984819,0.004529709,1,0,0,0,0,0,0,0,1,0
2017/11/10,0.025859394,0.026834237,0.032500088,0.007757505,1,0,0,0,0,0,0,0,1,0
2017/11/13,0.016507611,0.023751361,0.031465083,0.004223816,1,0,0,0,0,0,0,0,1,0
2017/11/14,-0.01769544,0.023009453,0.030929403,-0.004857498,0,1,0,0,0,0,0,0,0,1
2017/11/15,-0.029697005,0.031612202,0.040164118,-0.00500143,0,1,0,0,0,0,0,1,0,1
2017/11/16,-0.00032668,0.015538521,0.025956235,0.007649251,0,1,0,0,0,0,0,0,1,0
2017/11/17,-0.035555809,0.024200883,0.032348131,0.004425098,0,1,0,0,0,0,0,1,1,0
2017/11/20,0.023693808,0.025311883,0.032112956,0.00210696,1,0,0,0,0,0,0,0,1,0
2017/11/21,-0.001582858,0.016016851,0.020851548,0.019674134,0,1,0,0,0,0,0,0,1,0
2017/11/22,-0.000918249,0.015286017,0.021096568,0.006009474,0,1,0,0,0,0,0,0,1,0
2017/11/23,-0.034892771,0.024714085,0.032459338,-0.027127938,0,1,0,0,0,0,0,1,0,1
2017/11/24,0.003889986,0.012746324,0.017550706,2.25E-07,1,0,0,0,0,0,0,0,1,0
2017/11/27,-0.029160534,0.029248266,0.036124134,-0.013611382,0,1,0,0,0,0,0,1,0,1
2017/11/28,0.020189807,0.011834042,0.017655612,-6.71E-05,1,0,0,0,0,0,0,0,0,1
2017/11/29,0.004064222,0.018119106,0.025643889,-0.002387992,1,0,0,0,0,0,0,0,0,1
2017/11/30,-0.01426295,0.018470046,0.028287509,-0.010962565,0,1,0,0,0,0,0,0,0,1
2017/12/1,0.010800798,0.012217923,0.018969126,0.001058044,1,0,0,0,0,0,0,0,1,0
2017/12/4,-0.011778324,0.019069601,0.028573352,0.001258929,0,1,0,0,0,0,0,0,1,0
2017/12/5,-0.033916738,0.021882946,0.027226673,0.005743154,0,1,0,0,0,0,0,1,1,0
2017/12/6,0.009756413,0.013861261,0.017400299,-0.006755999,1,0,0,0,0,0,0,0,0,1
2017/12/7,-0.008783423,0.016355179,0.021600214,-0.011360708,0,1,0,0,0,0,0,0,0,1
2017/12/8,0.012792984,0.011172795,0.017493505,0.008287908,1,0,0,0,0,0,0,0,1,0
2017/12/11,0.02068059,0.016024158,0.020377483,0.016638506,1,0,0,0,0,0,0,0,1,0
2017/12/12,-0.00282825,0.017142329,0.023807787,-0.014847064,0,1,0,0,0,0,0,0,0,1
2017/12/13,0.010406515,0.018852367,0.028398283,0.00937117,1,0,0,0,0,0,0,0,1,0
2017/12/14,-0.000931654,0.011583568,0.015137687,-0.004219113,0,1,0,0,0,0,0,0,0,1
2017/12/15,-0.008434825,0.017675395,0.024480071,-0.010662871,0,1,0,0,0,0,0,0,0,1
2017/12/18,-0.010602466,0.017539514,0.022491887,0.000280665,0,1,0,0,0,0,0,0,1,0
2017/12/19,0.001022971,0.012235087,0.020896433,0.013007292,1,0,0,0,0,0,0,0,1,0
2017/12/20,-0.006366926,0.015890636,0.022200104,0.003826667,0,1,0,0,0,0,0,0,1,0
2017/12/21,0.009531493,0.018604555,0.023852941,0.008510883,1,0,0,0,0,0,0,0,1,0
2017/12/22,0.014534728,0.02137442,0.031318217,-0.002075227,1,0,0,0,0,0,0,0,0,1
2017/12/25,-0.01151263,0.016681772,0.022615898,0.000681115,0,1,0,0,0,0,0,0,1,0
2017/12/26,0.002966033,0.01232877,0.017627946,0.002144331,1,0,0,0,0,0,0,0,1,0
2017/12/27,-0.004453191,0.020355966,0.026074002,-0.017272293,0,1,0,0,0,0,0,0,0,1
2017/12/28,-0.000743091,0.012127587,0.017391991,0.010488738,0,1,0,0,0,0,0,0,1,0
2017/12/29,0.006259852,0.010401889,0.014315493,0.007066084,1,0,0,0,0,0,0,0,1,0
2018/1/2,0.008272738,0.01128182,0.015255911,0.015976953,1,0,0,0,0,0,0,0,1,0
2018/1/3,0.014156662,0.014493708,0.01875023,0.004621313,1,0,0,0,0,0,0,0,1,0
2018/1/4,0.002273428,0.010620796,0.014471297,0.004951007,1,0,0,0,0,0,0,0,1,0
2018/1/5,-0.009202238,0.014945253,0.022153384,0.003358881,0,1,0,0,0,0,0,0,1,0
2018/1/8,0.000291432,0.014206652,0.019993404,0.003989458,1,0,0,0,0,0,0,0,1,0
2018/1/9,-0.00846084,0.009041806,0.011253236,0.002143787,0,1,0,0,0,0,0,0,1,0
2018/1/10,-0.01400973,0.01498338,0.020789849,0.007646532,0,1,0,0,0,0,0,0,1,0
2018/1/11,0.00283473,0.012952635,0.02031827,0.001085178,1,0,0,0,0,0,0,0,1,0
2018/1/12,-0.004281744,0.013445014,0.020026687,0.01009953,0,1,0,0,0,0,0,0,1,0
2018/1/15,-0.042281093,0.018178086,0.024037212,0.003683855,0,1,0,0,0,1,0,1,1,0
2018/1/16,0.00025502,0.012191477,0.018870914,0.006949971,1,0,0,0,0,0,0,0,1,0
2018/1/17,-0.006869873,0.018770785,0.027105518,-0.000788935,0,1,0,0,0,0,0,0,0,1
2018/1/18,0.004653097,0.012288369,0.017545461,0.008037793,1,0,0,0,0,0,0,0,1,0
2018/1/19,-3.14E-05,0.011084204,0.01612817,0.00554468,0,1,0,0,0,0,0,0,1,0
2018/1/22,0.009706391,0.013659209,0.020605195,0.011767892,1,0,0,0,0,0,0,0,1,0
2018/1/23,0.003753608,0.016308665,0.023466693,0.010367822,1,0,0,0,0,0,0,0,1,0
2018/1/24,0.007753619,0.012619456,0.017618513,0.007121753,1,0,0,0,0,0,0,0,1,0
2018/1/25,-0.00065328,0.012215484,0.015521891,0.001802438,0,1,0,0,0,0,0,0,1,0
2018/1/26,-0.006835538,0.010520218,0.01540754,0.003471753,0,1,0,0,0,0,0,0,1,0
2018/1/29,-0.01893359,0.015613403,0.02484799,-0.020551453,0,1,0,0,0,0,0,0,0,1
2018/1/30,0.003748004,0.01834583,0.030247722,-0.008898775,1,0,0,0,0,0,0,0,0,1
2018/1/31,-0.020884281,0.017266957,0.022749659,0.010934887,0,1,0,0,0,0,0,0,1,0
2018/2/1,-0.041578993,0.024981986,0.031407259,-0.009106322,0,1,0,0,0,1,0,1,0,1
2018/2/2,-0.007589303,0.019249765,0.027776397,0.005790259,0,1,0,0,0,0,0,0,1,0
2018/2/5,-0.01841715,0.022994088,0.034049646,0.002254354,0,1,0,0,0,0,0,0,1,0
2018/2/6,-0.051006159,0.027229814,0.03359891,-0.028392491,0,1,0,0,0,1,0,1,0,1
2018/2/7,0.004170993,0.016512793,0.021827783,-0.021976877,1,0,0,0,0,0,0,0,0,1
2018/2/8,0.019983487,0.018483567,0.023842644,-0.018571738,1,0,0,0,0,0,0,0,0,1
2018/2/9,-0.025323839,0.022905416,0.032060558,-0.039065191,0,1,0,0,0,0,0,1,0,1
2018/2/12,0.049251945,0.028976271,0.038349319,0.008120477,1,0,0,0,1,0,1,0,1,0
2018/2/13,0.003966849,0.015841078,0.023571741,0.00967784,1,0,0,0,0,0,0,0,1,0
2018/2/14,0.009664175,0.014330347,0.021513589,0.006825332,1,0,0,0,0,0,0,0,1,0
2018/2/22,0.019253724,0.01502805,0.02311032,0.020965845,1,0,0,0,0,0,0,0,1,0
2018/2/23,0.001103819,0.013693429,0.01983815,0.006615844,1,0,0,0,0,0,0,0,1,0
2018/2/26,0.027205863,0.016751226,0.021893542,0.014878267,1,0,0,0,0,0,1,0,1,0
2018/2/27,-0.002169939,0.014231434,0.019812418,-0.015075363,0,1,0,0,0,0,0,0,0,1
2018/2/28,0.012583367,0.017442136,0.02135622,-0.010673388,1,0,0,0,0,0,0,0,0,1
2018/3/1,0.012043576,0.011342805,0.015914318,0.00240987,1,0,0,0,0,0,0,0,1,0
2018/3/2,-0.001093918,0.017597642,0.022396636,-0.00645234,0,1,0,0,0,0,0,0,0,1
2018/3/5,0.006886007,0.012760765,0.017940527,-0.000112695,1,0,0,0,0,0,0,0,0,1
2018/3/6,0.010967933,0.013682174,0.020046423,0.017865817,1,0,0,0,0,0,0,0,1,0
2018/3/7,-0.008496882,0.01263157,0.016094139,-0.009612858,0,1,0,0,0,0,0,0,0,1
2018/3/8,-0.002831041,0.014668487,0.018325146,0.007755441,0,1,0,0,0,0,0,0,1,0
2018/3/9,0.016844764,0.01499697,0.020329867,0.008411386,1,0,0,0,0,0,0,0,1,0
2018/3/12,0.034385375,0.024652832,0.030543756,0.00524424,1,0,0,0,0,0,1,0,1,0
2018/3/13,-0.002857165,0.013384646,0.018219083,-0.007865254,0,1,0,0,0,0,0,0,0,1
2018/3/14,-0.005924743,0.012386546,0.017336719,-0.003279378,0,1,0,0,0,0,0,0,0,1
2018/3/15,0.00243616,0.018519998,0.024070472,0.004352313,1,0,0,0,0,0,0,0,1,0
2018/3/16,-0.007467379,0.014375615,0.019379766,-0.010870927,0,1,0,0,0,0,0,0,0,1
2018/3/19,-0.004332481,0.010220515,0.01470941,0.004668907,0,1,0,0,0,0,0,0,1,0
2018/3/20,-0.002877489,0.011933567,0.015102217,0.000200493,0,1,0,0,0,0,0,0,1,0
2018/3/21,-0.009873277,0.017064611,0.022466104,-0.002291374,0,1,0,0,0,0,0,0,0,1
2018/3/22,-0.003116459,0.011354081,0.014500309,-0.011747709,0,1,0,0,0,0,0,0,0,1
2018/3/23,-0.062606597,0.025455585,0.030775959,-0.026202394,0,1,0,0,0,1,0,1,0,1
2018/3/26,0.02660267,0.023332131,0.030821213,-0.002149585,1,0,0,0,0,0,1,0,0,1
2018/3/27,0.031738967,0.015971586,0.020108203,0.007453015,1,0,0,0,0,0,1,0,1,0
2018/3/28,-0.012404376,0.010732429,0.014967647,-0.017669368,0,1,0,0,0,0,0,0,0,1
2018/3/29,0.004175772,0.013933685,0.019003787,0.011507849,1,0,0,0,0,0,0,0,1,0
2018/3/30,0.017635921,0.013357772,0.019192689,0.003603591,1,0,0,0,0,0,0,0,1,0
2018/4/2,-0.003650796,0.018648244,0.025618175,-0.001781081,0,1,0,0,0,0,0,0,0,1
2018/4/3,-0.007706854,0.01444112,0.019413265,-0.009629844,0,1,0,0,0,0,0,0,0,1
2018/4/4,-0.010516109,0.013760905,0.017429604,-0.004129662,0,1,0,0,0,0,0,0,0,1
2018/4/9,-0.003769145,0.013337282,0.017603845,-0.000327626,0,1,0,0,0,0,0,0,0,1
2018/4/10,0.011825074,0.016208255,0.021490382,0.021575871,1,0,0,0,0,0,0,0,1,0
